Problem No: 2
Source: (90.394678, 23.861994)
Destination: (90.363833, 23.834145)

Ride Car from Node (90.394678, 23.861994) to Node (90.395208, 23.861926), Distance: 0.054 km, Cost: ৳1.09
Ride Metro from Node (90.366170, 23.816058) to Node (90.366058, 23.816463), Distance: 0.046 km, Cost: ৳0.23
Ride Metro from Node (90.366058, 23.816463) to Node (90.365921, 23.816961), Distance: 0.057 km, Cost: ৳0.29
Ride Metro from Node (90.365921, 23.816961) to Node (90.365877, 23.817122), Distance: 0.018 km, Cost: ৳0.09
Ride Metro from Node (90.365877, 23.817122) to Node (90.365781, 23.817471), Distance: 0.040 km, Cost: ৳0.20
Ride Metro from Node (90.365781, 23.817471) to Node (90.365634, 23.818005), Distance: 0.061 km, Cost: ৳0.31
Ride Metro from Node (90.365634, 23.818005) to Node (90.365488, 23.818534), Distance: 0.061 km, Cost: ৳0.30
Ride Metro from Node (90.365488, 23.818534) to Node (90.365374, 23.818946), Distance: 0.047 km, Cost: ৳0.24
Ride Metro from Node (90.365374, 23.818946) to Purobi Hall (90.365345, 23.819055), Distance: 0.012 km, Cost: ৳0.06
Ride Metro from Purobi Hall (90.365345, 23.819055) to Purobi Hall (90.365339, 23.819078), Distance: 0.003 km, Cost: ৳0.01
Ride Metro from Purobi Hall (90.365339, 23.819078) to Node (90.365202, 23.819587), Distance: 0.058 km, Cost: ৳0.29
Ride Metro from Node (90.365202, 23.819587) to Node (90.365139, 23.819825), Distance: 0.027 km, Cost: ৳0.14
Ride Metro from Node (90.365139, 23.819825) to Node (90.365075, 23.820063), Distance: 0.027 km, Cost: ৳0.14
Ride Metro from Node (90.365075, 23.820063) to Node (90.365007, 23.820315), Distance: 0.029 km, Cost: ৳0.14
Ride Metro from Node (90.365007, 23.820315) to Node (90.364931, 23.820601), Distance: 0.033 km, Cost: ৳0.16
Ride Metro from Node (90.364931, 23.820601) to Node (90.364921, 23.820637), Distance: 0.004 km, Cost: ৳0.02
Ride Metro from Node (90.364921, 23.820637) to Node (90.364860, 23.820867), Distance: 0.026 km, Cost: ৳0.13
Ride Metro from Node (90.364860, 23.820867) to Node (90.364795, 23.821108), Distance: 0.028 km, Cost: ৳0.14
Ride Metro from Node (90.364795, 23.821108) to Node (90.364663, 23.821602), Distance: 0.057 km, Cost: ৳0.28
Ride Metro from Node (90.364663, 23.821602) to Node (90.364516, 23.822151), Distance: 0.063 km, Cost: ৳0.31
Ride Metro from Node (90.364516, 23.822151) to Node (90.364492, 23.822236), Distance: 0.010 km, Cost: ৳0.05
Ride Metro from Node (90.364492, 23.822236) to Node (90.364431, 23.822647), Distance: 0.046 km, Cost: ৳0.23
Ride Metro from Node (90.364431, 23.822647) to Node (90.364420, 23.822716), Distance: 0.008 km, Cost: ৳0.04
Ride Metro from Node (90.364420, 23.822716) to Node (90.364417, 23.822740), Distance: 0.003 km, Cost: ৳0.01
Ride Metro from Node (90.364417, 23.822740) to Node (90.364366, 23.823705), Distance: 0.107 km, Cost: ৳0.54
Ride Metro from Node (90.364366, 23.823705) to Node (90.364354, 23.823893), Distance: 0.021 km, Cost: ৳0.10
Ride Metro from Node (90.364354, 23.823893) to Node (90.364315, 23.824510), Distance: 0.069 km, Cost: ৳0.34
Ride Metro from Node (90.364315, 23.824510) to Node (90.364304, 23.824687), Distance: 0.020 km, Cost: ৳0.10
Ride Metro from Node (90.364304, 23.824687) to Node (90.364287, 23.824956), Distance: 0.030 km, Cost: ৳0.15
Ride Metro from Node (90.364287, 23.824956) to Node (90.364286, 23.825110), Distance: 0.017 km, Cost: ৳0.09
Ride Metro from Node (90.364286, 23.825110) to Node (90.364286, 23.825198), Distance: 0.010 km, Cost: ৳0.05
Ride Metro from Node (90.364286, 23.825198) to Node (90.364282, 23.825693), Distance: 0.055 km, Cost: ৳0.28
Ride Metro from Node (90.364282, 23.825693) to Node (90.364280, 23.826188), Distance: 0.055 km, Cost: ৳0.28
Ride Metro from Node (90.364280, 23.826188) to Node (90.364279, 23.826382), Distance: 0.022 km, Cost: ৳0.11
Ride Metro from Node (90.364279, 23.826382) to Node (90.364278, 23.826438), Distance: 0.006 km, Cost: ৳0.03
Ride Metro from Node (90.364278, 23.826438) to Node (90.364269, 23.826747), Distance: 0.034 km, Cost: ৳0.17
Ride Metro from Node (90.364269, 23.826747) to Node (90.364251, 23.827341), Distance: 0.066 km, Cost: ৳0.33
Ride Metro from Node (90.364251, 23.827341) to Node (90.364237, 23.827834), Distance: 0.055 km, Cost: ৳0.27
Ride Metro from Node (90.364237, 23.827834) to Node (90.364282, 23.827842), Distance: 0.005 km, Cost: ৳0.02
Ride Metro from Node (90.364282, 23.827842) to Mirpur12 (90.364255, 23.828335), Distance: 0.055 km, Cost: ৳0.27
Ride Metro from Mirpur12 (90.364255, 23.828335) to Node (90.364226, 23.829363), Distance: 0.114 km, Cost: ৳0.57
Ride Metro from Node (90.364226, 23.829363) to Node (90.364156, 23.829362), Distance: 0.007 km, Cost: ৳0.04
Ride Metro from Node (90.364156, 23.829362) to Node (90.363829, 23.831451), Distance: 0.235 km, Cost: ৳1.17
Ride Metro from Node (90.363829, 23.831451) to Node (90.363839, 23.831643), Distance: 0.021 km, Cost: ৳0.11
Ride Metro from Node (90.363839, 23.831643) to Node (90.363846, 23.831827), Distance: 0.020 km, Cost: ৳0.10
Ride Metro from Node (90.363846, 23.831827) to Node (90.363855, 23.832054), Distance: 0.025 km, Cost: ৳0.13
Ride Metro from Node (90.363855, 23.832054) to Node (90.363855, 23.832081), Distance: 0.003 km, Cost: ৳0.02
Ride Metro from Node (90.363855, 23.832081) to Node (90.363853, 23.832228), Distance: 0.016 km, Cost: ৳0.08
Ride Metro from Node (90.363853, 23.832228) to Node (90.363860, 23.833543), Distance: 0.146 km, Cost: ৳0.73
Ride Metro from Node (90.363860, 23.833543) to Node (90.363832, 23.833879), Distance: 0.037 km, Cost: ৳0.19
Ride Metro from Node (90.363832, 23.833879) to Cantonment (90.363833, 23.834145), Distance: 0.030 km, Cost: ৳0.15

Total Distance: 22.198 km
Total Cost: ৳324.05
Exported path to route_problem2.kml

-------Mr Efficient--------
[1] Shortest Car Route [Problem 1]
[2] Cheapest Route(Car and Metro) [Problem 2]
[3] Cheapest Route(Car, Metro and Bus) [Problem 3]
[4] Cheapest Route with Time Schedule [Problem 4]
[5] Fastest Route with Time Schedule [Problem 5]
[6] Cheapest Route with Deadline [Problem 6]
[7] Quit
-----------------------------
Enter Choice: -----------------------------
